,sub_id,age,condition,Delta conn,Theta conn,Alpha conn,Beta conn
36,me2_216_7m,7mo,_03,0.7600861920197067,0.6923774449036845,0.7674491384482648,0.6482430924025077
37,me2_114_7m,7mo,_03,0.920097607126462,0.8742796284725959,0.7121788808637884,0.6695461797598617
38,me2_211_7m,7mo,_03,0.9045420666965348,0.8796021664112016,0.6682201022160367,0.6623643535976552
39,me2_116_7m,7mo,_03,0.5187526776874344,0.6131186939468094,0.6833513772606957,0.5384417963321635
40,me2_113_7m,7mo,_03,0.8996277765439287,0.8330331650291175,0.7376438512661451,0.7657554681479091
41,me2_206_7m,7mo,_03,0.8071611153721363,0.7179058088522374,0.5157251488907424,0.49686321076014683
42,me2_127_7m,7mo,_03,0.9310614230693433,0.8798184029422451,0.8309393239013673,0.7266728930073577
43,me2_218_7m,7mo,_03,0.717714908757716,0.7855808130274254,0.8028127646757877,0.7236463364767569
44,me2_204_7m,7mo,_03,0.9029401729664112,0.8671774266997471,0.8972417290907778,0.6628083450663609
45,me2_101_7m,7mo,_03,0.7841763212688112,0.448281359257674,0.3451546175557079,0.348966215021873
46,me2_111_7m,7mo,_03,0.4085702974006237,0.6199646833609408,0.7749937717718643,0.6887531014994379
47,me2_221_7m,7mo,_03,0.8222901399050313,0.8609365680240095,0.7882822694450159,0.6698016102775501
48,me2_128_7m,7mo,_03,0.9861894315063441,0.9792896163433416,0.9015701967492574,0.8052001316332671
49,me2_209_7m,7mo,_03,0.7782175317077281,0.667620801525327,0.683196035354916,0.556072041504203
50,me2_212_7m,7mo,_03,0.5608969678768542,0.6426671421255002,0.6121201232410193,0.4877119901209907
51,me2_117_7m,7mo,_03,0.8609082903128199,0.8904930693209031,0.9102763039591856,0.8013645708377246
52,me2_119_7m,7mo,_04,0.7347502730050197,0.6905696037835033,0.45086644069389353,0.5371973138754895
53,me2_220_7m,7mo,_04,0.8042694777675657,0.6358629714662383,0.5873964325566013,0.6005848471655132
54,me2_203_7m,7mo,_04,0.928234688526136,0.6350967809513977,0.7488614257039328,0.6272496915963934
55,me2_207_7m,7mo,_04,0.43096214425149354,0.3177924416425517,0.568867914178159,0.4650315155683533
56,me2_205_7m,7mo,_04,0.6026166719846014,0.6552273321548775,0.6751248442245635,0.5820551917613194
57,me2_215_7m,7mo,_04,0.853274652060009,0.6867820873726759,0.5987861205359483,0.6671556154802952
58,me2_217_7m,7mo,_04,0.946161352130079,0.8469913590117307,0.9062457622905908,0.7901360226313041
59,me2_104_7m,7mo,_04,0.9810787038160154,0.9534236488062776,0.8380265334853846,0.7271607976241984
60,me2_120_7m,7mo,_04,0.954098360814135,0.9396915819419804,0.9376521887860937,0.8500260096447505
61,me2_106_7m,7mo,_04,0.9310888245924684,0.9367533213318909,0.8681169707497689,0.8613912217838209
62,me2_216_7m,7mo,_04,0.45908268093241017,0.6357036619029054,0.7405310398831844,0.6550414164034857
63,me2_114_7m,7mo,_04,0.971281616405887,0.8742564650056065,0.5504296059244144,0.5961819786755002
64,me2_211_7m,7mo,_04,0.8855895060517608,0.7514297204196814,0.5498365399081414,0.4625492988219558
65,me2_116_7m,7mo,_04,0.6733686730891484,0.7035227871652034,0.46325487564878626,0.6334843073036617
66,me2_113_7m,7mo,_04,0.6461879992409036,0.7536012470310708,0.7055962302833602,0.5864281134406408
67,me2_206_7m,7mo,_04,0.7342948101222679,0.5639294024474549,0.609364551831839,0.333259123581567
68,me2_127_7m,7mo,_04,0.7100191509849387,0.638398614867916,0.5836051427831227,0.32830849945298807
69,me2_218_7m,7mo,_04,0.900340776470332,0.7937105505678489,0.7838631941910418,0.7276377062667478
70,me2_204_7m,7mo,_04,0.9008432389958126,0.7970097555687201,0.833760676648952,0.6790008382888444
71,me2_101_7m,7mo,_04,0.629437184124502,0.7351821436262954,0.6136540753746452,0.5147883730029084
72,me2_111_7m,7mo,_04,0.6753509628527384,0.6731636516265597,0.6261559764908717,0.7509752382275706
73,me2_221_7m,7mo,_04,0.9272951613547288,0.8412457417425929,0.7686123263769318,0.8034124093733588
74,me2_128_7m,7mo,_04,0.9684471565456444,0.9376620430877872,0.8713265073373886,0.7302104072571454
75,me2_209_7m,7mo,_04,0.6426048177612965,0.6259065043472379,0.7355824240332269,0.5438240132125667
76,me2_212_7m,7mo,_04,0.7897465902274601,0.7754952928407283,0.8361242135530402,0.7173304427977805
77,me2_117_7m,7mo,_04,0.5185786171182573,0.6360113319935019,0.46860965339098526,0.6075646532166938
78,me2_112_11m,11mo,_02,0.7687748478936368,0.6259389802541482,0.35727768323612763,0.2705836824071125
79,me2_129_11m,11mo,_02,0.7180246212566052,0.5293710215603779,0.5274805247191484,0.5096009675839571
80,me2_315_11m,11mo,_02,0.704325872635798,0.36059267370626635,0.3624928330527874,0.43252892642148405
81,me2_325_11m,11mo,_02,0.8927398339873943,0.8001946856753209,0.7750604081247279,0.7751499541143742
82,me2_301_11m,11mo,_02,0.7178856833056125,0.4865629877931053,0.5163637182057377,0.4705565889854539
83,me2_304_11m,11mo,_02,0.8312174800583325,0.8566250375641005,0.7415305347590926,0.7149625241342995
84,me2_122_11m,11mo,_02,0.8135388057092005,0.8004331571043884,0.8294128546458817,0.7515362276591934
85,me2_323_11m,11mo,_02,0.8988882303869968,0.7469972171282498,0.765915581010203,0.6556800058529872
86,me2_311_11m,11mo,_02,0.7808749075783719,0.6180930690654912,0.5468573326909664,0.690280050016052
87,me2_124_11m,11mo,_02,0.7414830073281112,0.5507791896372758,0.6203961321516748,0.5645634616938513
88,me2_314_11m,11mo,_02,0.8724114155458271,0.6888757415886108,0.7177646831146562,0.6464265176909739
89,me2_303_11m,11mo,_02,0.8785730072351078,0.7848637492996778,0.5330375970906411,0.6255344598963208
90,me2_102_11m,11mo,_02,0.6252478401259824,0.7079091345147553,0.5302046670942304,0.5097624910388746
91,me2_309_11m,11mo,_02,0.44236907103548107,0.5940989049039077,0.458768170943854,0.37789105528604866
92,me2_313_11m,11mo,_02,0.5383205837194642,0.5713401151085873,0.6478118768281313,0.6303676222178513
93,me2_108_11m,11mo,_02,0.9014784755412797,0.8337034456408479,0.765737069961516,0.5025502926971281
94,me2_324_11m,11mo,_02,0.7876397392974002,0.6246207089449748,0.5205274236261169,0.5054577094045457
95,me2_307_11m,11mo,_02,0.7981829584375801,0.793908258954593,0.6754670023265563,0.582202223695144
96,me2_319_11m,11mo,_02,0.7980031307287159,0.7777589114638341,0.8026294969673751,0.6688661187627982
97,me2_326_11m,11mo,_02,0.8078330064480379,0.7820807643425208,0.7218670648847021,0.6726513036049165
98,me2_312_11m,11mo,_02,0.7702110256547808,0.6852750110711068,0.6108625179576136,0.5222097682925011
99,me2_305_11m,11mo,_02,0.774605667586495,0.8718619989146651,0.7691853098878257,0.6014945523941665
100,me2_110_11m,11mo,_02,0.7271030391941464,0.7890547723230945,0.6090547225496452,0.6863744875095296
101,me2_321_11m,11mo,_02,0.6943383312689784,0.7556941937028598,0.5688624274162118,0.6416530620041602
102,me2_308_11m,11mo,_02,0.7593524849746003,0.6991297338430615,0.7301188022557966,0.6187615587605425
103,me2_310_11m,11mo,_02,0.8539126341758456,0.6803531855528354,0.5418320353278335,0.5923868667340261
104,me2_112_11m,11mo,_03,0.804987885065908,0.7495496728752371,0.7251494349989933,0.7146506930968783
105,me2_129_11m,11mo,_03,0.6917201903634449,0.5398330481680392,0.37975477620001347,0.331767152139877
106,me2_315_11m,11mo,_03,0.7676432107587408,0.6304202832567047,0.7257492052698834,0.6099856171234116
107,me2_325_11m,11mo,_03,0.8908608397666692,0.8884812705828863,0.8504478378084669,0.7610411896353245
108,me2_301_11m,11mo,_03,0.8970288536035772,0.8835535013723007,0.771705796514732,0.6829633357248622
109,me2_304_11m,11mo,_03,0.7826732413681361,0.7910830255812924,0.7171594856103318,0.52602513091925
110,me2_122_11m,11mo,_03,0.8948566686177926,0.8674675412040567,0.8299715227956261,0.7850422569577344
111,me2_323_11m,11mo,_03,0.8736845211115433,0.8953076631897683,0.8341180997205512,0.7038012993262052
112,me2_311_11m,11mo,_03,0.8460886124145766,0.7049103191732314,0.7119216810963825,0.8258037725917077
113,me2_124_11m,11mo,_03,0.9219580261763061,0.8259217069190743,0.690097953210294,0.6848806322696578
114,me2_314_11m,11mo,_03,0.9472382407193136,0.8830014339003823,0.8144092443545555,0.7539137469104656
115,me2_303_11m,11mo,_03,0.8045281314614017,0.6108452577338201,0.6371321774447308,0.34811266896378007
116,me2_102_11m,11mo,_03,0.8937590667362681,0.7563107311104883,0.7658508363934469,0.7049238857158335
117,me2_309_11m,11mo,_03,0.6660191314104441,0.5515464692622668,0.4052321569280533,0.4848906404305493
118,me2_313_11m,11mo,_03,0.7716595165264502,0.5407126603096325,0.5951517155997563,0.5963892287692988
119,me2_108_11m,11mo,_03,0.7647416418024536,0.7734267166074582,0.7447176658207514,0.6611106156453832
120,me2_324_11m,11mo,_03,0.8868864110622229,0.9149665169472371,0.8732401932914169,0.7502905687303567
121,me2_307_11m,11mo,_03,0.8323292508815232,0.6910364234910693,0.7837605091255088,0.8140946656476771
122,me2_319_11m,11mo,_03,0.8561322362140411,0.9392116185553051,0.9069602688691174,0.7610927611706618
123,me2_326_11m,11mo,_03,0.7658487175612053,0.4935170802324499,0.5673542968527662,0.5794589192679315
124,me2_312_11m,11mo,_03,0.9557550164007501,0.9113599367711186,0.7871683849663278,0.7638110597965692
125,me2_305_11m,11mo,_03,0.709031856232961,0.5908693749108341,0.6603498339694552,0.749048538097065
126,me2_110_11m,11mo,_03,0.8997696672994366,0.7828254324386844,0.8059981317439688,0.6436970247481728
127,me2_321_11m,11mo,_03,0.7818476443173744,0.8534756006442411,0.7740683868069627,0.6378184994712685
128,me2_308_11m,11mo,_03,0.8295288173538793,0.7310182563077291,0.5618004829476654,0.4243977239982255
129,me2_310_11m,11mo,_03,0.7915589584678621,0.7363480315817352,0.7212250018722092,0.7457987006047717
130,me2_112_11m,11mo,_04,0.6226289914132696,0.5798228291982435,0.6037517175225268,0.47264274493524067
131,me2_129_11m,11mo,_04,0.7695142509384787,0.71266802739392,0.6862554777721873,0.6048932607976018
132,me2_315_11m,11mo,_04,0.8980702937000596,0.7742697410979149,0.8552670736891264,0.509698381023015
133,me2_325_11m,11mo,_04,0.829392042691393,0.8285333376676673,0.8228287340201532,0.8448169009112253
134,me2_301_11m,11mo,_04,0.7904615655212148,0.6394283143852314,0.5142013051632564,0.5597546418449768
135,me2_304_11m,11mo,_04,0.9386879683055034,0.8053854950171018,0.7688669511551689,0.7567136800675859
136,me2_122_11m,11mo,_04,0.7839031330659388,0.744489812923679,0.8143933036549388,0.806408769984213
137,me2_323_11m,11mo,_04,0.8972990285449478,0.9265613802600198,0.8620003735029504,0.8199551959384411
138,me2_311_11m,11mo,_04,0.8223874502721242,0.8172282605293596,0.727354265196702,0.7471283693581612
139,me2_124_11m,11mo,_04,0.9274716208152505,0.8411107398684949,0.8324423372367123,0.8195864312769239
140,me2_314_11m,11mo,_04,0.9434254592932647,0.918977158263484,0.8383317825166628,0.6701379817481008
141,me2_303_11m,11mo,_04,0.9196742776027873,0.6713283994884212,0.7511322964785836,0.4412935925027007
142,me2_102_11m,11mo,_04,0.9467487160826512,0.9446705037222919,0.9156527644425497,0.8300333872937997
143,me2_309_11m,11mo,_04,0.8273892790945335,0.6903606070268299,0.6606462438059151,0.6004837141298777
144,me2_313_11m,11mo,_04,0.9334969432939424,0.839415272976612,0.69337334825192,0.7908110684368149
145,me2_108_11m,11mo,_04,0.5388605662163725,0.42445852139930135,0.6977343303563053,0.5985868682796891
146,me2_324_11m,11mo,_04,0.9765380814841819,0.929132909278983,0.8404400960996243,0.7954705081856727
147,me2_307_11m,11mo,_04,0.9014442129271464,0.7473912114248913,0.8404963428019216,0.7259735281512459
148,me2_319_11m,11mo,_04,0.9190586261238577,0.8402352984803091,0.7645751072234317,0.7090744479419266
149,me2_326_11m,11mo,_04,0.8414976617438504,0.6523006619224654,0.6779199187391048,0.6558286658839283
150,me2_312_11m,11mo,_04,0.8905134550271904,0.955809451417164,0.9179406607574339,0.764042485356351
151,me2_305_11m,11mo,_04,0.6088919359610553,0.697039280994262,0.7746274943318521,0.520754844291472
152,me2_110_11m,11mo,_04,0.6397559033358292,0.6001510801449532,0.5485125790732795,0.6636499273931636
153,me2_321_11m,11mo,_04,0.879937981658538,0.8489886704590835,0.8410480962206848,0.616110973482061
154,me2_308_11m,11mo,_04,0.9269889303855963,0.8238645403241556,0.8819674092476508,0.7713813159830271
155,me2_310_11m,11mo,_04,0.8689424880939187,0.8090349801274008,0.6932458418198061,0.5776445887054379
156,br_03,br,_02,0.9653811311826601,0.9140656419078652,0.8383093143510895,0.7942878280796176
157,br_05,br,_02,0.9089226374883778,0.7377739080145156,0.46040517022003336,0.46830551510874857
158,br_09,br,_02,0.9275906922601926,0.8688542742370557,0.8460370312798604,0.7395549872614257
159,br_17,br,_02,0.7777366576251671,0.8133216943955233,0.6965411106426068,0.6842906753718384
160,br_13,br,_02,0.9317511054296932,0.8936898187650497,0.7879426252917758,0.66126755816144
161,br_16,br,_02,0.9737051334000664,0.9175390888509137,0.9409150656638382,0.8024060374795976
162,br_12,br,_02,0.7327019843063193,0.8322233942863771,0.7929980319701889,0.8170624696331494
163,br_10,br,_02,0.9208979941888218,0.7509967920293866,0.7894954188853044,0.7089285122345446
164,br_07,br,_02,0.9517458528354114,0.7924083376303848,0.7259127705263586,0.7467471370807099
165,br_01,br,_02,0.9188453854930232,0.8369760646776112,0.7458322134643707,0.617811988008765
166,br_06,br,_02,0.918085575536352,0.8556492416056081,0.8039921862633029,0.7455262754132869
167,br_08,br,_02,0.884019943968397,0.8354886937886452,0.8458888365594818,0.7495921016576652
168,br_04,br,_02,0.8540650046295896,0.7606783786678063,0.7543820709995077,0.7645333918982602
169,br_14,br,_02,0.8569255908116911,0.8847924946636094,0.6489890517988844,0.7240631967306883
170,br_02,br,_02,0.7399817053262403,0.3425191969114106,0.5030445944614771,0.5401799509782121
171,br_03,br,_03,0.9866783543095671,0.7838329993444105,0.7183591341877494,0.7089334180694025
172,br_05,br,_03,0.9028392654908003,0.9326471187088512,0.837844555366322,0.6276860027486287
173,br_09,br,_03,0.9166020545484209,0.5915266094262706,0.7322294453446342,0.743520201929223
174,br_17,br,_03,0.9471493412706873,0.8823574105822791,0.7862541459318075,0.7461571805996258
175,br_13,br,_03,0.690783029455821,0.8204458418225264,0.7332789264396663,0.6339239212317156
176,br_16,br,_03,0.9718526146214147,0.849671958561125,0.8600139965752617,0.7634725137861949
177,br_12,br,_03,0.9543588669451777,0.8721607576578829,0.9277009267557126,0.8224034876688233
178,br_10,br,_03,0.9582094221866773,0.9238945049278944,0.8842759026971613,0.7589101008843173
179,br_07,br,_03,0.9789587692553715,0.9572699487712694,0.8335231417818598,0.7930197850992946
180,br_01,br,_03,0.8040084850277701,0.9162338634249388,0.7957467856772003,0.8385269375084374
181,br_06,br,_03,0.8600037055654446,0.7321806109291985,0.5192047458344282,0.5847394798139394
182,br_08,br,_03,0.9397910248813788,0.8534047598554073,0.7339970598063634,0.730729474785866
183,br_04,br,_03,0.9088075221634517,0.8230806102528021,0.6879110759991726,0.633842076523618
184,br_14,br,_03,0.8802402999355305,0.8129543571152631,0.7276072916753252,0.6893981968588825
185,br_02,br,_03,0.8826004571131727,0.5436962072538032,0.5377731772981752,0.4695439012773354
186,br_03,br,_04,0.9657852653193396,0.9583730785171012,0.9277068831379579,0.8190358596302679
187,br_05,br,_04,0.942149340050465,0.9321838067457517,0.911803262042877,0.7401420983010052
188,br_09,br,_04,0.9772298181905512,0.967180842269106,0.9037477790449968,0.7658799215007274
189,br_17,br,_04,0.7949315263817609,0.7119996771255886,0.5286133072290502,0.44883966390680646
190,br_13,br,_04,0.73850150321649,0.560521418083842,0.5645216258058957,0.3892837821085012
191,br_16,br,_04,0.9589516377041494,0.884041591492867,0.8643968209166945,0.7168485951293966
192,br_12,br,_04,0.954548251342541,0.9391644601877863,0.9344207562160827,0.8682919078141986
193,br_10,br,_04,0.8877283943160797,0.8900805829144683,0.8974002671192771,0.7024794371688879
194,br_07,br,_04,0.9368314479023491,0.8130301612575859,0.6191564664131803,0.6620466476600068
195,br_01,br,_04,0.954898226332398,0.9016776754669765,0.904415358251571,0.7757344948119118
196,br_06,br,_04,0.9654464284210503,0.9098133228497803,0.7749257910696459,0.6669160539312795
197,br_08,br,_04,0.9599969903317432,0.93939180081184,0.9018061651143777,0.7949039566032795
198,br_04,br,_04,0.910733646869541,0.855762689423441,0.7738911543251494,0.6517920874781125
199,br_14,br,_04,0.824621729060287,0.9130650224136155,0.8332076344700394,0.6800746207760088
200,br_02,br,_04,0.9735601080441858,0.8050142769248103,0.8297680399823136,0.753523864604886
