,sub_id,age,condition,Delta conn,Theta conn,Alpha conn,Beta conn
82,me2_301_11m,11mo,_02,0.35389898989898994,0.32271936758893277,0.1827351778656126,0.09121487603305786
83,me2_304_11m,11mo,_02,0.1526060606060606,0.1866245059288537,0.05710671936758893,0.3138842975206612
84,me2_122_11m,11mo,_02,0.4601616161616162,0.18858498023715412,0.1933596837944664,0.054165289256198346
85,me2_323_11m,11mo,_02,0.2459393939393939,0.23949407114624502,0.12158102766798419,0.26136363636363635
86,me2_311_11m,11mo,_02,0.3228282828282828,0.32110671936758894,0.14156521739130432,0.06310743801652893
87,me2_124_11m,11mo,_02,0.22351515151515156,0.1051699604743083,0.03326482213438736,0.051041322314049585
88,me2_314_11m,11mo,_02,0.24307070707070708,0.3015652173913043,0.10210276679841895,0.210801652892562
89,me2_303_11m,11mo,_02,0.24476767676767677,0.12755731225296443,0.21922529644268776,0.2212066115702479
90,me2_102_11m,11mo,_02,0.34145454545454546,0.17299604743083002,0.17353359683794467,0.07862809917355372
91,me2_309_11m,11mo,_02,0.43426262626262624,0.26061660079051385,0.055873517786561265,0.10305785123966942
92,me2_313_11m,11mo,_02,0.13434343434343432,0.262387351778656,0.1773913043478261,0.08379338842975206
93,me2_108_11m,11mo,_02,0.2823030303030303,0.16025296442687742,0.13138339920948616,0.07506611570247933
94,me2_324_11m,11mo,_02,0.23511111111111108,0.2243162055335968,0.1392885375494071,0.0839090909090909
95,me2_307_11m,11mo,_02,0.1564444444444444,0.1812806324110672,0.11285375494071148,0.07721487603305785
96,me2_319_11m,11mo,_02,0.3336161616161616,0.11060869565217389,0.116901185770751,0.12067768595041323
97,me2_326_11m,11mo,_02,0.4136969696969697,0.3263557312252965,0.27098814229249013,0.07949586776859503
98,me2_312_11m,11mo,_02,0.38404040404040407,0.19740711462450597,0.07797628458498025,0.09528925619834712
99,me2_305_11m,11mo,_02,0.5076363636363637,0.1848537549407115,0.14431620553359686,0.19722314049586778
100,me2_110_11m,11mo,_02,0.27612121212121216,0.13565217391304346,0.17422924901185774,0.350107438016529
101,me2_321_11m,11mo,_02,0.24125252525252522,0.10741501976284586,0.10333596837944661,0.18640495867768597
102,me2_308_11m,11mo,_02,0.3160808080808081,0.273897233201581,0.08907509881422924,0.06650413223140496
103,me2_310_11m,11mo,_02,0.2939797979797979,0.2806640316205533,0.1210118577075099,0.2544214876033058
104,me2_112_11m,11mo,_03,0.3351919191919192,0.21587351778656128,0.14570750988142295,0.17171900826446282
105,me2_129_11m,11mo,_03,0.5716767676767676,0.5995256916996046,0.16989723320158104,0.10534710743801655
106,me2_315_11m,11mo,_03,0.3837171717171717,0.17075098814229248,0.09552569169960475,0.28063636363636363
107,me2_325_11m,11mo,_03,0.41462626262626257,0.5503241106719369,0.29198418972332013,0.0760413223140496
108,me2_301_11m,11mo,_03,0.23240404040404045,0.16799999999999998,0.13185770750988143,0.17083471074380163
109,me2_304_11m,11mo,_03,0.3561212121212121,0.2354782608695652,0.11870355731225297,0.12357024793388428
110,me2_122_11m,11mo,_03,0.1235959595959596,0.16417391304347825,0.09571541501976286,0.0802892561983471
111,me2_323_11m,11mo,_03,0.2054949494949495,0.2548616600790514,0.08082213438735177,0.151900826446281
112,me2_311_11m,11mo,_03,0.31652525252525254,0.26368379446640317,0.28800000000000003,0.26823966942148764
113,me2_124_11m,11mo,_03,0.39224242424242417,0.14466403162055333,0.14675098814229248,0.11221487603305785
114,me2_314_11m,11mo,_03,0.2557575757575758,0.06551778656126482,0.07690118577075097,0.03934710743801653
115,me2_303_11m,11mo,_03,0.41301010101010105,0.352695652173913,0.12793675889328063,0.13163636363636363
116,me2_102_11m,11mo,_03,0.4027070707070707,0.18137549407114623,0.13391304347826088,0.17560330578512395
117,me2_309_11m,11mo,_03,0.4154343434343434,0.42830039525691693,0.23405533596837944,0.07513223140495867
118,me2_313_11m,11mo,_03,0.4421818181818182,0.2555889328063241,0.26558102766798414,0.10792561983471073
119,me2_108_11m,11mo,_03,0.27507070707070713,0.44591304347826083,0.26330434782608697,0.16369421487603306
120,me2_324_11m,11mo,_03,0.3545858585858586,0.12246640316205533,0.22254545454545452,0.05818181818181818
121,me2_307_11m,11mo,_03,0.37935353535353533,0.22067984189723316,0.24373122529644267,0.08410743801652892
122,me2_319_11m,11mo,_03,0.4824242424242423,0.23304347826086963,0.1834308300395257,0.10505785123966942
123,me2_326_11m,11mo,_03,0.25842424242424245,0.24328853754940716,0.14020553359683796,0.048892561983471076
124,me2_312_11m,11mo,_03,0.35301010101010105,0.06592885375494072,0.10343083003952568,0.09184297520661158
125,me2_305_11m,11mo,_03,0.4482020202020202,0.188901185770751,0.22245059288537553,0.11843801652892562
126,me2_110_11m,11mo,_03,0.4461010101010101,0.1374229249011858,0.03652173913043479,0.08892561983471076
127,me2_321_11m,11mo,_03,0.3472323232323232,0.11288537549407114,0.08755731225296444,0.13571074380165288
128,me2_308_11m,11mo,_03,0.4000808080808081,0.15683794466403164,0.16803162055335968,0.12547107438016528
129,me2_310_11m,11mo,_03,0.2733333333333333,0.11260079051383398,0.178498023715415,0.21445454545454545
130,me2_112_11m,11mo,_04,0.2739393939393939,0.12809486166007905,0.466592885375494,0.29397520661157023
131,me2_129_11m,11mo,_04,0.36929292929292923,0.276901185770751,0.07256916996047431,0.15715702479338844
132,me2_315_11m,11mo,_04,0.34185858585858586,0.1658181818181818,0.09783399209486167,0.0725289256198347
133,me2_325_11m,11mo,_04,0.23898989898989897,0.5146245059288538,0.13128853754940709,0.1471900826446281
134,me2_301_11m,11mo,_04,0.37111111111111106,0.13508300395256917,0.26662450592885373,0.10718181818181818
135,me2_304_11m,11mo,_04,0.4212929292929293,0.2736758893280633,0.050213438735177876,0.06795867768595042
136,me2_122_11m,11mo,_04,0.43204040404040406,0.26137549407114624,0.06140711462450595,0.09015702479338844
137,me2_323_11m,11mo,_04,0.47822222222222227,0.2063873517786561,0.06093280632411067,0.04603305785123967
138,me2_311_11m,11mo,_04,0.3092525252525253,0.11655335968379447,0.431399209486166,0.09404958677685951
139,me2_124_11m,11mo,_04,0.451959595959596,0.1884584980237154,0.061470355731225286,0.1471818181818182
140,me2_314_11m,11mo,_04,0.27935353535353535,0.07500395256916995,0.1716679841897233,0.04314876033057851
141,me2_303_11m,11mo,_04,0.27171717171717175,0.5364110671936758,0.18422134387351777,0.10223966942148763
142,me2_102_11m,11mo,_04,0.307959595959596,0.127399209486166,0.10339920948616597,0.12978512396694217
143,me2_309_11m,11mo,_04,0.3450909090909091,0.20815810276679841,0.2169802371541502,0.07550413223140495
144,me2_313_11m,11mo,_04,0.216,0.17432411067193676,0.12923320158102766,0.07529752066115702
145,me2_108_11m,11mo,_04,0.29987878787878786,0.13378656126482213,0.30317786561264826,0.11445454545454545
146,me2_324_11m,11mo,_04,0.1905050505050505,0.2184347826086957,0.07038735177865613,0.047165289256198346
147,me2_307_11m,11mo,_04,0.2787878787878788,0.39019762845849804,0.13783399209486163,0.05138842975206612
148,me2_319_11m,11mo,_04,0.3413333333333333,0.1793517786561265,0.05350197628458497,0.09514876033057851
149,me2_326_11m,11mo,_04,0.456,0.14991304347826087,0.2548300395256917,0.06984297520661156
150,me2_312_11m,11mo,_04,0.2673535353535353,0.36992885375494067,0.10017391304347825,0.06587603305785124
151,me2_305_11m,11mo,_04,0.2629494949494949,0.307098814229249,0.05249011857707509,0.16797520661157025
152,me2_110_11m,11mo,_04,0.3652525252525252,0.3563636363636363,0.2338656126482214,0.19932231404958678
153,me2_321_11m,11mo,_04,0.6062222222222222,0.35405533596837946,0.09612648221343875,0.1973471074380165
154,me2_308_11m,11mo,_04,0.22836363636363638,0.2379446640316206,0.17723320158102765,0.058826446280991734
155,me2_310_11m,11mo,_04,0.24214141414141416,0.11370750988142293,0.041359683794466404,0.09358677685950413
156,br_03,br,_02,0.3075555555555555,0.3842529644268774,0.23111462450592887,0.11949586776859503
157,br_05,br,_02,0.2153939393939394,0.08499604743083003,0.14017391304347826,0.13864462809917355
158,br_09,br,_02,0.31143434343434345,0.11709090909090909,0.1539288537549407,0.06943801652892562
159,br_17,br,_02,0.6347878787878787,0.12679841897233204,0.1225296442687747,0.16205785123966943
160,br_13,br,_02,0.26795959595959595,0.512094861660079,0.21562055335968378,0.038991735537190084
161,br_16,br,_02,0.31058585858585863,0.25716996047430835,0.02134387351778656,0.1642314049586777
162,br_12,br,_02,0.35680808080808085,0.31633201581027665,0.1040316205533597,0.062099173553719016
163,br_10,br,_02,0.24577777777777776,0.05675889328063241,0.09742292490118576,0.1486776859504132
164,br_07,br,_02,0.44056565656565655,0.22886956521739127,0.26219762845849803,0.1649504132231405
165,br_01,br,_02,0.22945454545454544,0.20825296442687743,0.2658339920948617,0.20159504132231404
166,br_06,br,_02,0.16456565656565658,0.33913043478260874,0.23358102766798422,0.07487603305785123
167,br_08,br,_02,0.2585858585858586,0.28145454545454546,0.13900395256916998,0.13488429752066117
168,br_04,br,_02,0.17709090909090908,0.16341501976284584,0.09660079051383401,0.13010743801652894
169,br_14,br,_02,0.4427070707070706,0.1258181818181818,0.05413438735177865,0.08362809917355372
170,br_02,br,_02,0.2574141414141414,0.1672411067193676,0.28537549407114626,0.10285950413223141
171,br_03,br,_03,0.6632323232323232,0.26681422924901194,0.23797628458498013,0.03863636363636364
172,br_05,br,_03,0.3198787878787879,0.3162371541501976,0.22605533596837948,0.05722314049586777
173,br_09,br,_03,0.5345050505050505,0.15038735177865614,0.10181818181818182,0.026785123966942145
174,br_17,br,_03,0.429010101010101,0.22586561264822133,0.14327272727272722,0.12770247933884296
175,br_13,br,_03,0.6494949494949496,0.3572806324110671,0.1638893280632411,0.0731900826446281
176,br_16,br,_03,0.650989898989899,0.28929644268774707,0.33356521739130435,0.12846280991735537
177,br_12,br,_03,0.548040404040404,0.1254071146245059,0.13211067193675888,0.3000661157024794
178,br_10,br,_03,0.6545454545454545,0.2818339920948617,0.07000790513833995,0.12369421487603306
179,br_07,br,_03,0.41284848484848485,0.2663083003952569,0.17770750988142292,0.05072727272727273
180,br_01,br,_03,0.6152727272727271,0.31237944664031625,0.09211067193675888,0.09872727272727272
181,br_06,br,_03,0.357010101010101,0.31832411067193683,0.07329644268774702,0.17336363636363636
182,br_08,br,_03,0.393979797979798,0.33454545454545453,0.051446640316205536,0.09561157024793387
183,br_04,br,_03,0.34408080808080815,0.1786877470355731,0.075699604743083,0.11561157024793389
184,br_14,br,_03,0.388929292929293,0.42071146245059277,0.05479841897233201,0.14011570247933886
185,br_02,br,_03,0.7182222222222223,0.1722687747035573,0.05824505928853756,0.07559504132231405
186,br_03,br,_04,0.13563636363636367,0.2525849802371542,0.3794150197628458,0.08614049586776859
187,br_05,br,_04,0.6235555555555555,0.2145138339920949,0.2718418972332015,0.06519834710743802
188,br_09,br,_04,0.30820202020202025,0.24183399209486164,0.369897233201581,0.07997520661157026
189,br_17,br,_04,0.28298989898989896,0.07895652173913043,0.09511462450592884,0.12880165289256199
190,br_13,br,_04,0.5941414141414141,0.14153359683794467,0.1662608695652174,0.05664462809917355
191,br_16,br,_04,0.33410101010101007,0.3948142292490119,0.08591304347826088,0.13945454545454544
192,br_12,br,_04,0.40048484848484844,0.25008695652173907,0.13735968379446642,0.07452066115702478
193,br_10,br,_04,0.3696969696969697,0.2939130434782609,0.3687588932806323,0.19789256198347108
194,br_07,br,_04,0.41030303030303034,0.1369802371541502,0.04964426877470356,0.053090909090909084
195,br_01,br,_04,0.4128080808080808,0.20888537549407113,0.13909881422924902,0.13325619834710745
196,br_06,br,_04,0.2922020202020202,0.25609486166007905,0.03361264822134387,0.12580991735537192
197,br_08,br,_04,0.6145454545454545,0.3486482213438736,0.11835573122529647,0.2020082644628099
198,br_04,br,_04,0.35628282828282826,0.2747826086956522,0.16477470355731225,0.06292561983471075
199,br_14,br,_04,0.4134949494949495,0.1500395256916996,0.12664031620553362,0.09659504132231406
200,br_02,br,_04,0.30202020202020197,0.08439525691699605,0.09318577075098813,0.1705206611570248
