,sub_id,age,condition,Delta conn,Theta conn,Alpha conn,Beta conn
0,me2_119_7m,7mo,_02,0.7870883465564495,0.7165989639297446,0.6007136092254158,0.3220647261385165
1,me2_220_7m,7mo,_02,0.9501045528472145,0.7737528116960956,0.7113738193141165,0.5968976301646445
2,me2_203_7m,7mo,_02,0.7706859066791995,0.679124729288602,0.5636023776549203,0.5555144222163186
3,me2_207_7m,7mo,_02,0.8226169373907511,0.7494868956625231,0.6638606074214382,0.48309744298842683
4,me2_205_7m,7mo,_02,0.3490750908670096,0.4679946620139375,0.6423848030289,0.6852463151154646
5,me2_215_7m,7mo,_02,0.8966200277883973,0.6228401520368223,0.8493139033604542,0.6892234336187472
6,me2_217_7m,7mo,_02,0.7376902956709819,0.7647179893236143,0.8097987036671664,0.8510769425051034
7,me2_104_7m,7mo,_02,0.8197313951425912,0.8135842211283727,0.5809720354824737,0.6470612644985053
8,me2_120_7m,7mo,_02,0.8247231166864746,0.8596516832279878,0.6239416709212481,0.6941331326794535
9,me2_106_7m,7mo,_02,0.385836939674109,0.6609280316695447,0.5960851009145884,0.5832275735565351
10,me2_216_7m,7mo,_02,0.6522091047708269,0.4787638302016652,0.5537254091349143,0.6284482352969164
11,me2_114_7m,7mo,_02,0.8057835288182981,0.6515985720850334,0.532289302321921,0.6859605267981905
12,me2_211_7m,7mo,_02,0.7435374099817003,0.5939233186052492,0.7240588968597205,0.6273112353433234
13,me2_116_7m,7mo,_02,0.7015318719576453,0.7899497107057066,0.7823737936684863,0.8365708849746301
14,me2_113_7m,7mo,_02,0.5897212378590836,0.6539599765901415,0.6019657143710967,0.4705550094777737
15,me2_206_7m,7mo,_02,0.6960042273440035,0.40827533201976307,0.5310310229633761,0.5296143267971501
16,me2_127_7m,7mo,_02,0.7820561305126669,0.5000565488825778,0.7309356900765644,0.7151463504177581
17,me2_218_7m,7mo,_02,0.7927489878087695,0.7496785182782275,0.6788865726511759,0.7335255338635295
18,me2_204_7m,7mo,_02,0.8559124005629076,0.6035636236080059,0.6258606814392508,0.5227387891824933
19,me2_101_7m,7mo,_02,0.4617098720136929,0.47061516190188657,0.2516837684771707,0.37163126586292045
20,me2_111_7m,7mo,_02,0.9412073734117692,0.7201550056539195,0.49522740182432756,0.6473048050828981
21,me2_221_7m,7mo,_02,0.8693115487099147,0.8798401970021389,0.8977977685978145,0.6762523538412158
22,me2_128_7m,7mo,_02,0.9107807589807888,0.6972296161495478,0.4235838239249849,0.526029742190922
23,me2_209_7m,7mo,_02,0.7874681020092364,0.7863651763855966,0.7509038301952139,0.7119344847583963
24,me2_212_7m,7mo,_02,0.8394032489845544,0.7360403165637522,0.7851105433924097,0.8453707635436694
25,me2_117_7m,7mo,_02,0.8696644045075842,0.8075294217683656,0.6749755506501659,0.6726719556250983
26,me2_119_7m,7mo,_03,0.7345962747684737,0.5308287638015561,0.5180784666121402,0.5906461988391876
27,me2_220_7m,7mo,_03,0.8684410934672393,0.8585203540337293,0.7733651676567578,0.5353432599454926
28,me2_203_7m,7mo,_03,0.915939199605436,0.8422991566638657,0.5515451374438628,0.678036010315711
29,me2_207_7m,7mo,_03,0.48681188222962607,0.7328313488912152,0.7532478351310377,0.6544969038607737
30,me2_205_7m,7mo,_03,0.7634433601583761,0.5929300955816441,0.6833558105615577,0.6421677774243065
31,me2_215_7m,7mo,_03,0.7443929456564538,0.7871426272253773,0.7380942220453928,0.6433545081434575
32,me2_217_7m,7mo,_03,0.7225233922979749,0.661972914892252,0.6433358375109233,0.6750819958523654
33,me2_104_7m,7mo,_03,0.5781291410856324,0.724154802033568,0.4098651445476032,0.5947339123639751
34,me2_120_7m,7mo,_03,0.9107053927695001,0.8379053425396118,0.7330145140867721,0.7050628703585426
35,me2_106_7m,7mo,_03,0.5254178304837409,0.7011086343244872,0.6737424728919822,0.6104083707563535
36,me2_216_7m,7mo,_03,0.9096250671612408,0.7797634844052242,0.8535997890591417,0.7456273776405055
37,me2_114_7m,7mo,_03,0.9808127404609566,0.797909942603232,0.49726476312614626,0.5597940823760065
38,me2_211_7m,7mo,_03,0.844342100975922,0.7657599074851072,0.638347234787524,0.6524645582103371
39,me2_116_7m,7mo,_03,0.6626185292642419,0.6589590248380698,0.781248134123109,0.6931822504990611
40,me2_113_7m,7mo,_03,0.9096347378647257,0.7964039495650129,0.7677541466384213,0.7669551561457056
41,me2_206_7m,7mo,_03,0.7852852461910587,0.7557499308872732,0.733773113988101,0.5016214618616274
42,me2_127_7m,7mo,_03,0.9272566045412122,0.9010845160244286,0.8234935715190833,0.5408810630983805
43,me2_218_7m,7mo,_03,0.8615586254388939,0.6511222155529129,0.5039433777471102,0.4606232551945391
44,me2_204_7m,7mo,_03,0.5856876772951266,0.7193032967841823,0.778835897072644,0.5976176570703675
45,me2_101_7m,7mo,_03,0.741121332234774,0.5019321071566707,0.3938953848545307,0.4927839111821603
46,me2_111_7m,7mo,_03,0.8765375015427586,0.811938651120015,0.6515956120395285,0.5048559966512838
47,me2_221_7m,7mo,_03,0.7305293283871271,0.7844626253824475,0.6470675074863109,0.6913614037524417
48,me2_128_7m,7mo,_03,0.7612004461704874,0.8180355210707195,0.7807103505498567,0.5591100462868489
49,me2_209_7m,7mo,_03,0.8455490751063233,0.7674740708206053,0.5094684389857812,0.46269656366318074
50,me2_212_7m,7mo,_03,0.885690993036582,0.8881308298133527,0.8610577139660427,0.7128212941553845
51,me2_117_7m,7mo,_03,0.7940710741070526,0.6911342377360731,0.4569277990835293,0.4179952318744134
52,me2_119_7m,7mo,_04,0.8800254784138297,0.6276285748105357,0.33796543647704036,0.6037999979493994
53,me2_220_7m,7mo,_04,0.9195798507640903,0.8567287824891668,0.7025390333566053,0.5192795323809016
54,me2_203_7m,7mo,_04,0.809271666416847,0.7301826459087245,0.5189103854699596,0.5943411368195574
55,me2_207_7m,7mo,_04,0.8507847797469474,0.7893746922102838,0.7370566603938594,0.6213013938816245
56,me2_205_7m,7mo,_04,0.8331848880092316,0.768121520035075,0.6574920236351844,0.5515290703497633
57,me2_215_7m,7mo,_04,0.7834083572812084,0.7096536708067103,0.569021768520552,0.43793665170183527
58,me2_217_7m,7mo,_04,0.7789239916793824,0.840448594779926,0.5377664991373868,0.586243865607816
59,me2_104_7m,7mo,_04,0.8813868931521748,0.6556690935493326,0.7449595542803052,0.7135636153074719
60,me2_120_7m,7mo,_04,0.929186821949673,0.7471204181168574,0.7091754232773972,0.6708980160728802
61,me2_106_7m,7mo,_04,0.38528251511012684,0.5785088136193293,0.3836210861043404,0.27256153393364113
62,me2_216_7m,7mo,_04,0.8281059784564943,0.8130675097386026,0.8115011974786751,0.6832314084023943
63,me2_114_7m,7mo,_04,0.8676229156244907,0.8098734868777682,0.7778003310267935,0.6956130695939584
64,me2_211_7m,7mo,_04,0.6713640679952833,0.662183579768946,0.4679318740307136,0.5636241184416754
65,me2_116_7m,7mo,_04,0.5398687527404368,0.7739461328225841,0.7781449355300726,0.43839349424207524
66,me2_113_7m,7mo,_04,0.7979359630956397,0.5618372167660902,0.7068355975667889,0.683302191457993
67,me2_206_7m,7mo,_04,0.6627064424009076,0.8232846989650524,0.8004201836174069,0.7105809815745143
68,me2_127_7m,7mo,_04,0.7417333635750332,0.4837910180312181,0.5986505225787618,0.686736545531345
69,me2_218_7m,7mo,_04,0.8872511533246246,0.7084306334181762,0.5902233302318084,0.547404880935095
70,me2_204_7m,7mo,_04,0.8671352362475315,0.7240947097908278,0.4931275709741362,0.5143649817381266
71,me2_101_7m,7mo,_04,0.81133210583539,0.5539281716800794,0.4711499763702025,0.3940912348130016
72,me2_111_7m,7mo,_04,0.9225669049024149,0.7939711156130932,0.5502610525513275,0.4619916210265682
73,me2_221_7m,7mo,_04,0.6924885656813945,0.6703385430417028,0.6961724258911184,0.7122267032244547
