,sub_id,age,condition,Delta conn,Theta conn,Alpha conn,Beta conn,Broadband conn
0,me2_119_7m,7mo,_02,0.015393927253701022,0.010940179072411921,0.04596469424548564,0.007171714449368155,0.015852135636098618
1,me2_220_7m,7mo,_02,0.01790380423833741,0.02867225356276577,0.0012815631795078265,0.00487582648825878,0.009029515961923036
2,me2_203_7m,7mo,_02,0.01818850967847554,0.006897667851003242,0.021968017939005796,0.00660468005890075,0.011028452538916031
3,me2_207_7m,7mo,_02,0.00784848227460877,0.006886719491293651,0.009759687370756338,0.0021838367598083592,0.005476524984169993
4,me2_205_7m,7mo,_02,0.12387848501637763,0.024633078915802523,0.0031990049230999277,0.0016784629113036327,0.015648045941183793
5,me2_215_7m,7mo,_02,0.005195342431800334,0.0056619851875170475,0.05128454431154162,0.02265412407735221,0.024680065229196763
6,me2_217_7m,7mo,_02,0.038117792214964724,0.02446146882188903,0.0039048093271728777,0.006376735832759636,0.010046529735454364
7,me2_104_7m,7mo,_02,0.03248402259864439,0.005491015353096735,0.00831024472828544,0.0006649680652462035,0.005210680652776591
8,me2_120_7m,7mo,_02,0.0132317698426005,0.019145692915496774,0.02399848187761282,0.0034389146584641343,0.009516621744415461
9,me2_106_7m,7mo,_02,0.06277414943036458,0.020518314812406083,0.011839561149231315,0.011601071995822443,0.0170727779095987
10,me2_216_7m,7mo,_02,0.020924596655049532,0.005429968667828049,0.016058370238745383,0.005547658424482127,0.007851632401804733
11,me2_114_7m,7mo,_02,0.0342085595446113,0.020124067406718363,0.011580355404845767,0.007500495626276838,0.013229568485504136
12,me2_211_7m,7mo,_02,0.06446599130743397,0.003950601642300949,0.007180438178348372,0.0036788749616920562,0.009990592805558186
13,me2_116_7m,7mo,_02,0.10120846822720285,0.08053608589290068,0.06064518386325979,0.010153428532089462,0.0343106536145441
14,me2_113_7m,7mo,_02,0.024002933864424807,0.00851170854219154,0.004947071636072732,0.0011222177614164637,0.004560176726593151
15,me2_206_7m,7mo,_02,0.09772342943237404,0.0059494392491747155,0.012401474489338772,0.007359135597918665,0.015679226310899182
16,me2_127_7m,7mo,_02,0.08265308103094131,0.05036376683763553,0.03639859291412481,0.011384185850025395,0.02605579539983056
17,me2_218_7m,7mo,_02,0.028919727919245193,0.020164842466577845,0.02689792695609474,0.003573803481869957,0.012133085140963597
18,me2_204_7m,7mo,_02,0.039754822467317555,0.020007549556815014,0.00890952691903527,0.018107365665662102,0.017962873968014572
19,me2_101_7m,7mo,_02,0.007454747905393367,0.00807333181466464,0.005416225728234385,0.0006564167243300687,0.002894348372079325
20,me2_111_7m,7mo,_02,0.0013773146771655703,0.004498900874941743,0.0010746286333000333,0.0028331538830912465,0.0026195898012197232
21,me2_221_7m,7mo,_02,0.008757290281486283,0.008314434335901457,0.0285724443940859,0.0029793502608586988,0.00833620242755177
22,me2_128_7m,7mo,_02,0.06776762743494388,0.08228255737442285,0.08513179935306571,0.01622989015725709,0.03781043322080193
23,me2_209_7m,7mo,_02,0.09267525866217308,0.059176873231164696,0.03421845672765124,0.010518536993666174,0.026262698717717206
24,me2_212_7m,7mo,_02,0.0314296723825473,0.0735890430154243,0.06288038015987232,0.009476908507976835,0.027741644438215297
25,me2_117_7m,7mo,_02,0.05859498411411458,0.021187843042235036,0.005892922125571378,0.00272319243151391,0.010338654180591338
26,me2_119_7m,7mo,_03,0.019017286782371665,0.00909229723872944,0.0009678070073244567,0.010658219198212398,0.008291271806218059
27,me2_220_7m,7mo,_03,0.11491866078333282,0.05363388104412336,0.04380841396695097,0.020766037863985905,0.03475172939454363
28,me2_203_7m,7mo,_03,0.08961915789322156,0.15264280148957188,0.03109440258986143,0.012972091172603522,0.03799383367406575
29,me2_207_7m,7mo,_03,0.02191957577677132,0.015922445484139038,0.0026230131373774983,0.007959301948633018,0.01223670431320027
30,me2_205_7m,7mo,_03,0.02804441384744896,0.037933464823599265,0.03813271611415837,0.019341091866558267,0.02413891073674372
31,me2_215_7m,7mo,_03,0.022965994218871157,0.02934705675625086,0.04822134946505635,0.005769555709960219,0.018626828189999448
32,me2_217_7m,7mo,_03,0.08310989696794516,0.03193527357654806,0.011357172337197956,0.00023239626042128168,0.012748168680918083
33,me2_104_7m,7mo,_03,0.015145063624565235,0.029391488975264696,0.015468615458075407,0.00200655204414505,0.007842065867454435
34,me2_120_7m,7mo,_03,0.018338405943130607,0.0345643467693329,0.031659624695094195,0.011621662509538304,0.01636536450915223
35,me2_106_7m,7mo,_03,0.020352179190900536,0.03825869410289771,0.06735264495830726,0.010975815053103837,0.02215201367850277
36,me2_216_7m,7mo,_03,0.03465519819900899,0.014257730589957046,0.0034374045684256197,0.0017417070186891918,0.006385088891226548
37,me2_114_7m,7mo,_03,0.024376743087794386,0.00470891153613501,0.0027453744125300688,0.004421430755465699,0.005213251159756271
38,me2_211_7m,7mo,_03,0.08869787780974707,0.025975596298862747,0.03200321466736586,0.01312923259816579,0.02337328200018758
